objectid,number,name,address,latitude,longitude,status,bike_stands,available_bike_stands,available_bikes,bonus,banking,last_update,CreationDate,Creator,EditDate,Editor,x,y
939,8027,08027 - MAIRIE DU 8 ÈME,28 RUE DE MADRID - 75008 PARIS,48.87798403,2.31840486,OPEN,14,13,1,0,1,5/16/2013 7:03:53 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.31840486278286,48.8779840275036
940,8038,08038 - FRANCOIS 1 ER,22 RUE FRANCOIS 1ER - 75008 PARIS,48.86688765,2.30667558,OPEN,28,25,3,0,1,5/16/2013 6:58:30 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.30667557572067,48.8668876499781
941,10025,10025 - ECLUSES SAINT MARTIN,148 QUAI DE JEMMAPES - 75010 PARIS,48.87742034,2.36601145,OPEN,15,6,9,0,1,5/16/2013 7:03:32 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.36601144898323,48.8774203430896
942,15021,15021 - CROIX NIVERT,DEV 2 RUE JOSEPH LOUVILLE - 75015 PARIS,48.84480642,2.29757201,OPEN,63,22,39,0,1,5/16/2013 7:04:59 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.29757200598214,48.8448064217359
943,14023,14023 - MALAKOFF PINARD,76-78 BOULEVARD ADOLPHE PINARD - 75014 PARIS,48.82365348,2.30776683,OPEN,49,46,3,0,1,5/16/2013 7:02:28 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.3077668255853,48.8236534802546
944,4019,04019 - BEAUBOURG SAINT MERRY,4 RUE DU CLOITRE SAINT MERRI - 75004 PARIS,48.85882899,2.35189147,OPEN,32,3,29,0,1,5/16/2013 7:04:40 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.35189147061667,48.8588289881925
945,5007,05007 - ECOLES CARMES,39 RUE DES ECOLES - 75005 PARIS,48.84891901,2.34720133,OPEN,37,14,22,0,1,5/16/2013 7:05:12 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3472013295205,48.8489190079083
946,9113,09113 - BLEUE,5 RUE BLEUE - 75009 PARIS,48.87582186,2.34730323,OPEN,30,10,19,0,1,5/16/2013 6:58:28 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.34730323030248,48.8758218550307
947,9001,09001 - POISSONNIERE,5 RUE DE BELLEFOND - 75009 PARIS,48.87750147,2.34856937,OPEN,17,7,10,0,1,5/16/2013 6:59:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.34856937338596,48.8775014652985
948,18036,18036 - FRANCIS DE CROISSET,7 RUE FRANCIS DE CROISSET - 75018 PARIS,48.89941068,2.34592013,OPEN,55,51,3,0,1,5/16/2013 7:00:37 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.34592013331492,48.8994106815163
949,11111,11111 - CHARONNE FROT,31 RUE LEON FROT - 75011 PARIS,48.8549638,2.38721709,OPEN,18,0,18,0,1,5/16/2013 7:02:06 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.387217085372,48.8549638003353
950,21019,21019 - VAILLANT (BOULOGNE-BILLANCOURT),71 AVENUE EDOUARD VAILLANT - 92100 BOULOGNE-BILLANCOURT,48.83486081,2.24786255,OPEN,28,22,6,0,1,5/16/2013 6:56:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:56:39 PM,VotreNom,2.24786255060935,48.834860810597
951,10029,10029 - PLACE DE ROUBAIX,39 RUE DE DUNKERQUE - 75010 PARIS,48.88072669,2.35146433,OPEN,23,21,2,0,1,5/16/2013 7:00:31 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.35146433320191,48.8807266857659
952,10017,10017 - GARE DE L'EST SAINT LAURENT,1 RUE DE LA FIDELITE - 75010 PARIS,48.87457504,2.35679677,OPEN,13,0,13,0,1,5/16/2013 7:01:49 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.35679676520489,48.8745750367803
953,10002,10002 - STRASBOURG,3 BD STRASBOURG - 75010 PARIS,48.86967912,2.3543277,OPEN,17,0,17,0,1,5/16/2013 6:59:20 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.35432769737761,48.8696791244595
954,16028,16028 - MILLET - JEAN DE LA FONTAINE,12 RUE FRANCOIS MILLET - 75016 PARIS,48.85100487,2.27246948,OPEN,66,7,58,0,1,5/16/2013 7:05:09 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.2724694829157,48.8510048746653
955,17117,17117 - PEREIRE SAUSSURE,2 BIS BOULEVARD PEREIRE - 75017 PARIS,48.88818564,2.31012054,OPEN,30,23,7,0,1,5/16/2013 6:57:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.31012053654981,48.8881856419326
956,20115,20115 - PORTE DE BAGNOLET,102 RUE LOUIS LUMIERE - 75020 PARIS,48.86442365,2.41041112,OPEN,20,1,19,1,1,5/16/2013 6:59:23 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.41041111584463,48.8644236485659
957,15040,15040 - MONCLAR,33 BIS RUE SAINT AMAND - 75015 PARIS,48.83411715,2.30885002,OPEN,36,23,12,0,1,5/16/2013 7:01:31 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.30885001546657,48.8341171478377
958,33006,33006 - KARMAN (AUBERVILLIERS),FACE 143 RUE ANDRE KARMAN - 93300 AUBERVILLIERS,48.91014367,2.38505202,OPEN,29,0,0,0,1,5/16/2013 6:59:14 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.38505201824414,48.9101436710038
959,19045,19045 - CANAL SAINT DENIS - BD MACDONALD,145 BOULEVARD MCDONALD - 75019 PARIS,48.89883019,2.37933011,OPEN,65,61,4,0,1,5/16/2013 7:04:24 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.37933010909776,48.8988301928079
960,42002,42002 - GARE (IVRY),VIS-A-VIS DU 17 RUE DE LA GARE - 94200 IVRY SUR SEINE,48.81492647,2.39200164,OPEN,21,1,19,0,1,5/16/2013 7:03:13 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.39200163582491,48.8149264672463
961,6012,06012 - SAINT GERMAIN COPEAU,141 BD SAINT GERMAIN - 75006 PARIS,48.85330528,2.33446546,OPEN,18,2,15,0,1,5/16/2013 7:03:45 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.33446546188273,48.8533052775948
962,15026,15026 - BIR HAKEIM,FACE 6 BOULEVARD DE GRENELLE - 75015 PARIS,48.85384405,2.28970535,OPEN,32,22,2,0,1,5/16/2013 6:58:07 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.28970534822206,48.8538440543336
963,8051,08051 - CHAPTAL,45 BD BATIGNOLLES - 75008 PARIS,48.88214895,2.31985869,OPEN,14,14,0,0,1,5/16/2013 7:05:00 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.31985869209292,48.882148945433
964,20103,20103 - LE VAU BERTEAUX,24 RUE LE VAU - 75020 PARIS,48.86803439,2.41103061,OPEN,25,17,8,1,1,5/16/2013 7:02:10 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.41103061245367,48.868034390432
965,5034,05034 - CENSIER,21 RUE CENSIER - 75005 PARIS,48.84050866,2.35371355,OPEN,69,1,66,0,1,5/16/2013 7:03:56 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.35371355203345,48.8405086637125
966,42010,42010 - ROBESPIERRE (IVRY),1 RUE ROBESPIERRE - 94200 IVRY,48.81084586,2.38395086,OPEN,53,25,27,0,1,5/16/2013 7:04:47 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.38395086342051,48.8108458645647
967,42502,42502 - RASPAIL 2 (GENTILLY),FACE AU 79 AVENUE RASPAIL- 94250 GENTILLY,48.81312765,2.34679437,OPEN,30,4,26,0,1,5/16/2013 7:00:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.34679437435223,48.8131276479163
968,9019,09019 - VICTOR MASSE,38 RUE VICTOR MASSE - 75009 PARIS,48.88114903,2.336681,OPEN,18,7,11,0,1,5/16/2013 6:59:06 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.3366810042951,48.8811490339531
969,23009,23009 - FRANCE (LEVALLOIS),18 RUE ANATOLE FRANCE - 92300 LEVALLOIS-PERRET,48.88876278,2.28813601,OPEN,50,20,30,0,1,5/16/2013 7:02:27 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.28813601437951,48.8887627777124
970,14013,14013 - LIART AMIRAL MOUCHEZ,1 RUE LIARD - 75014 PARIS,48.82122766,2.34210421,OPEN,14,2,11,0,1,5/16/2013 6:58:25 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.34210421455797,48.8212276633186
971,42005,42005 - GAMBETTA (IVRY),1 PLACE DE LEON GAMBETTA - 94200 IVRY,48.81470643,2.40238243,OPEN,21,10,10,0,1,5/16/2013 6:56:44 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:57:39 PM,VotreNom,2.40238243434278,48.8147064321348
972,43001,43001 - PARIS 1 (VINCENNES),168 AVENUE DE PARIS - 94300 VINCENNES,48.84633805,2.42024734,OPEN,22,15,5,0,1,5/16/2013 7:04:06 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.42024734047464,48.8463380538887
973,10020,10020 - CHABROL,59 RUE CHABROL - 75010 PARIS,48.87710035,2.35122217,OPEN,11,4,7,0,1,5/16/2013 7:04:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3512221680524,48.8771003510981
974,18041,18041 - MARTYRS 2,FACE 112 BOULEVARD DE ROCHECHOUART - 75018 PARIS,48.8821942,2.34065185,OPEN,20,3,17,1,1,5/16/2013 6:58:44 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.34065184962232,48.8821942039509
975,21106,21106 - MORICE 2 (CLICHY),2-4 RUE MORICE - 92110 CLICHY,48.90066035,2.30856954,OPEN,25,18,7,0,1,5/16/2013 6:58:15 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.30856953502856,48.9006603494267
976,19006,19006 - MATHIS,6 RUE MATHIS - 75019 PARIS,48.89067813,2.37614247,OPEN,55,38,17,0,1,5/16/2013 7:00:17 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.37614246886361,48.8906781294313
977,19125,19125 - LEDIT DE NANTES,PLACE LEDIT DE NANTES - 75019 PARIS,48.88879003,2.37850016,OPEN,30,5,21,0,1,5/16/2013 7:04:31 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.37850015613848,48.8887900267753
978,8049,08049 - DUNANT,42 AVENUE GEORGE V - 75008 PARIS,48.87043781,2.30083026,OPEN,22,21,0,0,1,5/16/2013 7:03:46 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.30083026142351,48.8704378053506
979,20048,20048 - BAGNOLET,110 RUE DE BAGNOLET - 75020 PARIS,48.85977764,2.40344426,OPEN,28,18,10,0,1,5/16/2013 7:02:41 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.40344426132462,48.85977764446
980,10110,10110 - LOUIS BLANC (PROP 2),10 RUE LOUIS BLANC - 75010 PARIS,48.87933217,2.36862872,OPEN,31,28,3,0,1,5/16/2013 6:57:56 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.36862871574877,48.879332174655
981,19117,19117 - EURYALE DEHAYNIN,22 RUE EURYALE DEHAYNIN - 75019 PARIS,48.88630005,2.37738886,OPEN,30,25,4,0,1,5/16/2013 6:58:45 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.37738886313362,48.8863000510864
982,16017,16017 - RUE DE SIAM,1 BIS RUE DE SIAM - 75016 PARIS,48.86172033,2.27534657,OPEN,16,13,3,0,1,5/16/2013 7:04:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.27534656855534,48.8617203290272
983,35002,35002 - JAURES 2 (PANTIN),130 RUE JEAN JAURES - 93500 PANTIN,48.90722601,2.3961292,OPEN,31,0,0,0,1,5/16/2013 6:58:48 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.39612920044571,48.9072260126641
984,12001,12001 - BASTILLE,48 BOULEVARD DE LA BASTILLE - 75012 PARIS,48.85131119,2.36925048,OPEN,64,4,59,0,1,5/16/2013 7:01:09 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.36925048358085,48.8513111874097
985,18026,18026 - RUISSEAU ORDENER,37 RUE DU RUISSEAU - 75018 PARIS,48.89289528,2.34011963,OPEN,33,17,16,0,1,5/16/2013 7:04:22 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.34011963243661,48.8928952839679
986,11016,11016 - PHILIPPE AUGUSTE,5 RUE DU PASSAGE PHILIPPE AUGUSTE - 75011 PARIS,48.8518182,2.39325538,OPEN,46,29,13,0,1,5/16/2013 7:01:05 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.39325537630923,48.8518182000139
987,7004,07004 - RASPAIL VARENNE,FACE 28 BOULEVARD RASPAIL - 75007 PARIS,48.85326167,2.32631981,OPEN,36,6,28,0,1,5/16/2013 7:03:04 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.32631980638438,48.8532616686116
988,16032,16032 - EGLISE D AUTEUIL,PLACE DE L'EGLISE D'AUTEUIL - 75016 PARIS,48.84749842,2.26848387,OPEN,20,16,4,0,1,5/16/2013 6:56:27 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:57:39 PM,VotreNom,2.26848387135303,48.8474984177169
989,15020,15020 - MAIRIE DU 15EME,4 RUE LEON SECHE - 75015 PARIS,48.84170964,2.29854929,OPEN,32,2,30,0,1,5/16/2013 7:05:24 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.29854929401186,48.8417096401611
990,12018,12018 - SAINT MANDE - FAVRE,5 AVENUE SAINT MANDE - 75012 PARIS,48.84560925,2.39593263,OPEN,35,34,1,0,1,5/16/2013 7:02:00 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.39593262720857,48.8456092496701
991,31013,31013 - CENTENAIRE (MONTREUIL),8 RUE DU CENTENAIRE - 93100 MONTREUIL,48.85845965,2.42739031,OPEN,45,43,2,0,1,5/16/2013 6:59:03 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.42739031072032,48.8584596543173
992,17003,17003 - JACQUES KELLNER,4-6 RUE JACQUES KELLNER - 75017 PARIS,48.89580949,2.32789741,OPEN,45,24,20,0,1,5/16/2013 7:00:31 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.32789740916417,48.8958094858029
993,8011,08011 - DUBLIN,1 RUE CLAPEYRON - 75008 PARIS,48.88093536,2.32451664,OPEN,16,15,1,0,1,5/16/2013 6:56:45 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:57:39 PM,VotreNom,2.32451663514647,48.8809353567738
994,7015,07015 - VARENNE,9 BOULEVARD DES INVALIDES - 75007 PARIS,48.85729012,2.31530968,OPEN,47,40,7,0,1,5/16/2013 7:00:07 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.31530968318176,48.8572901184631
995,16021,16021 - RUE FRANCOIS PONSARD,1 RUE FRANCOIS PONSARD - 75016 PARIS,48.8584277,2.27430852,OPEN,23,14,9,0,1,5/16/2013 7:04:34 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.27430852414495,48.858427696615
996,3006,03006 - MAIRIE DU 3EME,10 RUE PERREE - 75003 PARIS,48.86453081,2.36157982,OPEN,34,3,30,0,1,5/16/2013 7:04:46 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.36157981521504,48.8645308053075
997,19017,19017 - PARC DE LA VILLETTE,197 AVENUE JEAN JAURES - 75019 PARIS,48.88836894,2.39099166,OPEN,34,21,12,0,1,5/16/2013 7:03:27 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.39099165937642,48.888368942022
998,17108,17108 - BESSIERES,102 BOULEVARD BESSIERES - 75017 PARIS,48.89618127,2.31802068,OPEN,54,0,54,0,1,5/16/2013 6:59:06 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.31802067935835,48.8961812679083
999,12112,12112 - CHARENTON JARDINIER,311-313 RUE DE CHARENTON - 75012 PARIS,48.83382177,2.39469266,OPEN,31,8,23,0,1,5/16/2013 7:00:41 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.39469266410609,48.8338217729227
1000,31007,31007 - PARIS 1 (MONTREUIL),56 RUE DE PARIS - 93100 MONTREUIL,48.85747779,2.43256978,OPEN,25,16,9,0,1,5/16/2013 7:01:27 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.43256978184651,48.8574777899961
1001,7010,07010 - INVALIDES,FACE 3 RUE DE CONSTANTINE - 75007 PARIS,48.86076996,2.31483828,OPEN,65,60,5,0,1,5/16/2013 7:03:40 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.3148382794953,48.8607699579973
1002,18047,18047 - ST OUEN LAMARCK,53 AVENUE DE SAINT OUEN - 75018 PARIS,48.89108304,2.32673569,OPEN,33,4,29,0,1,5/16/2013 7:04:34 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.32673569483935,48.8910830402956
1003,14019,14019 - SARETTE GENERAL LECLERC,58 RUE SARRETTE - 75014 PARIS,48.82503085,2.32641287,OPEN,22,13,9,0,1,5/16/2013 7:01:43 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.32641286939821,48.8250308529253
1004,15032,15032 - LOURMEL,112 AVE FELIX FAURE - 75015 PARIS,48.83873441,2.28175554,OPEN,57,0,55,0,1,5/16/2013 6:58:58 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:59:44 PM,VotreNom,2.28175554013879,48.8387344082747
1005,31012,31012 - CARNOT (MONTREUIL),35/37 RUE CARNOT - 93100 MONTREUIL,48.85581031,2.44152044,OPEN,25,1,24,0,1,5/16/2013 7:02:53 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.44152044244533,48.8558103110105
1006,11008,11008 - FAIDHERBE CHALIGNY,223 RUE DU FAUBOURG SAINT ANTOINE - 75011 PARIS,48.85037975,2.38386934,OPEN,40,6,32,0,1,5/16/2013 7:04:39 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.38386933547446,48.85037975388
1007,18030,18030 - SIMPLON,1 RUE JOSEPH DIJON - 75018 PARIS,48.89373428,2.34751797,OPEN,38,29,6,0,1,5/16/2013 7:01:32 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.34751796660461,48.8937342775359
1008,12031,12031 - LAME,49 RUE GABRIEL LAME - 75012 PARIS,48.83513805,2.38547849,OPEN,36,0,36,0,1,5/16/2013 6:57:26 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.38547848656486,48.8351380506895
1009,17047,17047 - COURCELLES - DEMOURES,172 RUE DE COURCELLES - 75017 PARIS,48.88376973,2.29858466,OPEN,26,18,6,0,1,5/16/2013 7:00:33 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.29858466343128,48.8837697332735
1010,5004,05004 - SAINT JACQUES VAL DE GRACE,272 RUE SAINT JACQUES - 75005 PARIS,48.84186596,2.34120203,OPEN,19,16,3,0,1,5/16/2013 7:04:50 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3412020266624,48.8418659565261
1011,10009,10009 - HITTORFF,FACE 14 RUE HITTORFF - 75010 PARIS,48.87208361,2.35766369,OPEN,17,10,7,0,1,5/16/2013 7:02:46 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.3576636856192,48.8720836088694
1012,8019,08019 - EUROPE,03 RUE DE NAPLES - 75008 PARIS,48.87995716,2.32135968,OPEN,43,40,2,0,1,5/16/2013 7:02:01 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.321359676281,48.8799571638376
1013,11107,11107 - BIBLIOTHEQUE FAIDHERBE,11 RUE FAIDHERBE - 75011 PARIS,48.85153201,2.38372329,OPEN,46,1,42,0,1,5/16/2013 7:04:09 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.38372328828754,48.8515320053401
1014,1023,01023 - ANDRE MALRAUX MUSEE DU LOUVRE,165 RUE SAINT HONORE - 75001 PARIS,48.86349702,2.33484633,OPEN,22,12,10,0,1,5/16/2013 7:02:53 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.33484632755027,48.8634970199638
1015,14001,14001 - EDGAR QUINET,13 BOULEVARD EDGAR QUINET - 75014 PARIS,48.84115622,2.32444879,OPEN,27,22,5,0,1,5/16/2013 7:02:48 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.32444878951911,48.8411562164831
1016,13121,13121 - IVRY BRUNESEAU,RUE BRUNESEAU - 75013 PARIS,48.82495287,2.38858068,OPEN,47,36,11,0,1,5/16/2013 7:00:45 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.38858067885382,48.8249528728704
1017,21013,21013 - GRENIER (BOULOGNE-BILLANCOURT),4 AVENUE PIERRE GRENIER - 92100 BOULOGNE-BILLANCOURT,48.82584693,2.24882139,OPEN,21,4,16,0,1,5/16/2013 7:02:24 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:02:40 PM,VotreNom,2.24882139108774,48.8258469347
1018,15001,15001 - ARRIVEE,8 RUE DE L'ARRIVEE - 75015 PARIS,48.84374889,2.32245194,OPEN,43,38,5,0,1,5/16/2013 7:02:45 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.3224519374736,48.8437488891639
1019,19009,19009 - CITE DES SCIENCES,28BIS AVENUE CORENTIN CARIOU - 75019 PARIS,48.89654906,2.38464964,OPEN,30,30,0,0,1,5/16/2013 7:04:34 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.38464964402194,48.8965490597876
1020,10023,10023 - VERDUN,1 AVENUE DE VERDUN - 75010 PARIS,48.87615605,2.36091491,OPEN,14,8,6,0,1,5/16/2013 6:59:51 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.36091490832057,48.8761560542714
1021,6006,06006 - NOTRE DAME DES CHAMPS,41 RUE NOTRE DAME DES CHAMPS - 75006 PARIS,48.84479929,2.32933776,OPEN,19,16,3,0,1,5/16/2013 7:04:47 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.32933775588721,48.8447992885877
1022,20015,20015 - BAGNOLET-ORTEAUX,44 BIS RUE DE BAGNOLET - 75020 PARIS,48.85714339,2.3948724,OPEN,38,25,12,0,1,5/16/2013 7:05:11 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.3948724016277,48.8571433920909
1023,12019,12019 - GARE DE REUILLY,58 RUE DE LA GARE DE REUILLY - 75012 PARIS,48.8425771,2.39724999,OPEN,28,13,14,0,1,5/16/2013 7:04:28 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.39724999059737,48.8425771005154
1024,21103,21103 - HUGO (CLICHY),94-98 BOULEVARD VICTOR HUGO - 92110 CLICHY,48.90146016,2.31712992,OPEN,25,22,1,0,1,5/16/2013 7:02:38 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.3171299206551,48.9014601567539
1025,17019,17019 - MALESHERBES,20 RUE DE PHALSBOURG - 75017 PARIS,48.88260882,2.30902649,OPEN,20,20,0,0,1,5/16/2013 6:58:05 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 6:58:39 PM,VotreNom,2.30902648733932,48.8826088164335
1026,42504,42504 - MALON (GENTILLY),FACE 59 RUE BENOIT MALON - 94250 GENTILLY,48.81444018,2.34107065,OPEN,30,30,0,0,1,5/16/2013 7:02:47 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:03:41 PM,VotreNom,2.34107065417258,48.8144401796238
1027,19115,19115 - PORTE DE LA VILLETTE,1 AVENUE DE LA PORTE DE LA VILLETTE - 75019 PARIS,48.89849005,2.38612001,OPEN,27,25,2,0,1,5/16/2013 7:04:10 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:04:39 PM,VotreNom,2.38612000821053,48.8984900530738
1028,13040,13040 - PORTE DE CHOISY,111 BOULEVARD MASSENA - 75013 PARIS,48.81994197,2.36507859,OPEN,44,34,9,0,1,5/16/2013 7:04:49 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:05:41 PM,VotreNom,2.36507858638899,48.8199419656772
1029,12119,12119 - DOM PÉRIGNON GRAVELLE,ROUTE DOM PERIGNON - 75012 PARIS,48.82558443,2.40983094,OPEN,50,12,38,0,1,5/16/2013 6:59:35 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:00:40 PM,VotreNom,2.40983094179679,48.8255844310932
1030,17018,17018 - MONCEAU,4 RUE DE THANN - 75017 PARIS,48.88116198,2.30951238,OPEN,17,15,0,0,1,5/16/2013 7:00:27 PM,5/15/2013 7:37:16 PM,VotreNom,5/16/2013 7:01:40 PM,VotreNom,2.30951238050775,48.8811619835772
